Timestamp,SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketSize,Traffic Category,App Service,Duration,ConnectionAttempts
1690022803,1395586632,2108983626,6091,223,TCP,460,Web,SSH,3165,1
1693309839,1051328539,2077459042,37746,20281,TCP,1465,VoIP,Other,2759,9
1673369262,436901802,995687982,42721,658,TCP,715,Video,SSH,2628,5
1704016008,2915217184,982835878,53254,3599,TCP,1441,VoIP,HTTP,2805,2
1696061853,1435911954,2942535761,25033,3053,ICMP,991,File Transfer,SSH,1506,1
1679667972,3229529510,3670592250,21039,34248,ICMP,264,VoIP,SSH,63,8
1677155567,294590585,1605181294,46922,30217,UDP,934,Web,DNS,2102,9
1695454866,1976324099,3284904819,60349,11156,TCP,959,Email,DNS,1510,4
1681157605,2905996625,72744551,47379,34594,ICMP,500,Video,SSH,2997,7
1691850064,1767139485,3438106540,54075,32968,ICMP,1119,Email,HTTP,3316,10
1677254367,1555593154,3360185415,18790,7957,TCP,435,Video,SSH,62,1
1695895672,489738963,3758974115,13760,6539,UDP,209,Video,SMTP,2954,4
1686547127,3410545113,2677144012,9258,22094,ICMP,624,Web,SMTP,3033,4
1675713639,2515117636,876372107,43345,12951,TCP,374,Other,SMTP,1770,1
1691090239,1923892091,1711187433,64506,40663,TCP,1395,Video,SSH,430,7
1687575405,445080390,260030948,54484,47547,TCP,712,Video,FTP,284,9
1680202473,967005776,1462888599,55054,30584,TCP,82,Video,HTTP,225,5
1673256962,3435553932,2746314855,34468,23134,ICMP,383,Other,SSH,1139,10
1686867371,258830667,3176934627,46721,29621,UDP,391,Other,SMTP,1372,5
1689669620,2012573017,2636455946,27725,61932,TCP,1297,Other,Other,2756,8
1695678875,2407561261,1193998145,24144,35172,UDP,256,Video,SSH,863,8
1686654097,1071698959,1283676027,51844,53476,UDP,1174,Video,DNS,2614,2
1700909416,2588015648,199376308,29038,64945,TCP,921,VoIP,Other,2273,1
1681200774,584480799,3267558994,26733,10241,UDP,985,VoIP,HTTP,941,5
1676961543,3175168921,784320301,39760,9298,ICMP,1029,Web,SMTP,921,7
1676360944,2784741723,3408380451,41037,54873,TCP,661,File Transfer,FTP,2168,10
1702453213,1849083412,1089516839,32265,18614,UDP,1254,Web,Other,1191,3
1683081176,151509251,568325211,2070,26160,UDP,728,Web,SSH,1528,1
1676145837,2214756185,838474889,29852,14939,TCP,572,VoIP,DNS,256,3
1685425039,317845038,3256013750,16481,31832,UDP,388,Other,FTP,1966,8
1700148227,3652783321,2437118622,65179,37184,ICMP,787,VoIP,DNS,1380,7
1693120065,794152734,659240450,14601,17632,TCP,161,Web,SSH,2025,9
1687182546,3420958060,1077740000,13068,10479,ICMP,584,Video,DNS,1251,10
1689302616,1167387052,3945500061,63978,10295,ICMP,1366,Video,HTTP,3469,8
1698853523,452152618,2524787638,20109,17033,TCP,221,Web,FTP,2073,7
1682060753,3819346220,2426921726,32133,27326,UDP,776,Other,FTP,3481,1
1702568787,3331034308,3116413388,32328,57069,UDP,1269,File Transfer,Other,1191,9
1695634960,3809556869,1726253354,34316,18481,TCP,920,Other,DNS,1946,9
1677520868,391286693,4233767368,65497,38284,TCP,1076,Web,Other,2979,8
1673221295,4248249095,3297786590,20111,1844,UDP,154,Video,SSH,3052,10
1683464212,1207403707,2281657523,53627,40663,UDP,422,Other,SMTP,823,1
1695697935,1890312394,1895064270,10554,46762,ICMP,716,Web,HTTP,3078,8
1678909021,49058134,1290974829,54748,21320,UDP,1375,Video,Other,2731,2
1693279634,1920858384,3614952477,36501,42987,ICMP,157,Other,Other,424,8
1693963841,463914124,142430534,58582,44683,ICMP,1476,VoIP,Other,3478,4
1683427091,228483953,2589679365,22651,8032,ICMP,1458,Video,HTTP,1921,3
1672561280,3974226900,3063167962,39510,14001,TCP,105,Other,SMTP,2941,9
1690825844,3649072246,3368584543,16292,27289,UDP,372,Other,HTTP,3047,5
1686417063,1843066211,1266046216,14698,33528,TCP,1100,Web,FTP,950,2
1698504813,882462926,1061265890,20710,28252,UDP,373,VoIP,DNS,2505,5
1675316369,3389340616,2579439293,62474,23504,UDP,339,Other,SMTP,2100,2
1676308825,1454776726,3141359344,52583,10796,UDP,103,File Transfer,FTP,3106,3
1677682523,3842063475,2084410536,46470,48640,TCP,973,File Transfer,DNS,1293,4
1697724072,1209535451,3210673358,28294,37188,UDP,1139,Video,HTTP,662,7
1681918241,2802975272,1236729196,54751,61727,UDP,144,Web,Other,1547,4
1692973434,1886029045,3489399464,15674,32362,UDP,107,Web,Other,3079,5
1672917520,3233712608,318170898,50133,1088,TCP,1407,VoIP,HTTP,3232,8
1701973624,32370288,465340819,21185,27838,TCP,1000,Email,SSH,2782,2
1676964709,4278649325,2813913175,56128,7900,ICMP,359,File Transfer,DNS,1592,3
1689358003,2508172205,3962244433,58355,22472,UDP,307,Other,Other,912,9
1697291478,3179259574,145175673,13462,47090,ICMP,1361,Other,HTTP,1590,7
1686715232,3646005742,674518098,9572,47776,ICMP,898,Video,SSH,3026,1
1699073707,1031232874,3006167278,60662,56579,TCP,645,Video,Other,496,7
1693043388,2148417688,2002864491,24368,57191,UDP,903,Web,SMTP,1408,4
1703141636,1504684113,285704882,31860,36956,ICMP,1142,Email,SMTP,1950,10
1681232678,72387226,2710833719,50266,15391,TCP,197,Video,SSH,590,7
1673036325,3786194454,3982309506,36580,60362,UDP,1004,Web,SMTP,2553,6
1690321997,2929508819,1295601947,34434,11111,UDP,821,Web,DNS,3013,4
1673309397,2975056880,894930497,31865,40719,TCP,929,Other,DNS,3096,1
1694027652,2621596579,2027152519,30104,6055,ICMP,527,Video,SSH,2861,6
1691498357,4006700210,3337394585,31733,54489,TCP,690,Video,SSH,299,8
1701373777,127231195,197474030,32338,34923,ICMP,327,Video,HTTP,3355,3
1691720315,3467458471,3299104216,19151,2465,ICMP,1098,File Transfer,Other,827,7
1688570561,274217767,1521383898,59795,37095,TCP,484,Web,HTTP,386,8
1674131586,1908297060,2775849687,50370,59449,TCP,1061,VoIP,SMTP,2247,9
1686211200,1444223828,1755397838,43102,4547,TCP,1080,VoIP,SSH,3345,3
1692645844,3908249364,2435861473,1550,30381,TCP,1086,VoIP,SSH,2841,4
1699356121,1019433824,1676346439,24106,9898,UDP,147,VoIP,DNS,2381,7
1689640271,629418445,853604236,62231,57014,TCP,405,Video,SSH,3258,6
1679950353,3198302476,3794884469,23302,32810,TCP,919,Other,HTTP,2643,8
1685315364,719480543,2217113374,12483,47443,UDP,1297,VoIP,FTP,3088,1
1674318992,4177844429,381654211,50349,26322,UDP,720,File Transfer,DNS,1940,4
1696352194,2877303904,2327282543,7434,44702,UDP,1210,Video,DNS,1758,2
1691128267,3395379789,2512777303,24309,18590,ICMP,1290,Video,SMTP,2888,8
1698079052,2771535391,242185415,30488,13546,UDP,358,VoIP,FTP,550,1
1684683336,3649822348,1400095435,56352,49193,TCP,258,Web,DNS,322,1
1692906254,2419359915,1453689235,49809,37677,TCP,760,File Transfer,FTP,3279,9
1685542757,3299977282,1084294376,49965,3498,TCP,1361,VoIP,HTTP,2014,4
1680037054,1964320858,2136880085,42711,61317,ICMP,1254,Email,FTP,2453,1
1676845561,1963722073,610584747,34419,38759,TCP,320,Email,SSH,2787,8
1699196220,2649694783,3106378530,51068,23909,UDP,1109,File Transfer,FTP,794,10
1681044887,1647058324,1771673730,8148,42496,TCP,465,Other,FTP,428,2
1696240140,1305436249,1015879901,16389,16742,UDP,1254,VoIP,HTTP,261,4
1695279111,3148742989,1300185036,46417,52595,TCP,1304,Email,HTTP,1920,7
1695469078,1569641769,1336011272,58380,40379,ICMP,1104,Other,SMTP,2576,5
1703650849,3033432597,3954444942,59533,40805,ICMP,869,Email,HTTP,592,10
1698196088,891036949,372663354,56123,51902,TCP,747,Video,HTTP,3240,2
1688677361,153271016,1026128073,24303,21326,ICMP,1038,VoIP,DNS,1919,4
1688193965,736571946,4279295026,678,60182,TCP,1018,File Transfer,HTTP,3592,5
1677130492,3547129880,3745863033,30976,54266,TCP,1448,Other,DNS,1026,5
1673992414,2507673364,2158156032,20660,48726,TCP,740,Web,Other,1374,9
1683407558,1418129690,2688552147,48882,62076,ICMP,1420,File Transfer,HTTP,1326,5
1702301539,206376915,2712380101,29995,27652,UDP,288,File Transfer,HTTP,1400,4
1690001238,569639842,1602161606,2993,6555,TCP,208,VoIP,SSH,327,2
1672966447,113664670,421553721,32621,3538,UDP,601,Video,HTTP,3408,4
1680922630,399690348,2793632033,15640,26893,TCP,409,Video,Other,1614,5
1692806837,1593254243,977024000,47634,3846,TCP,805,VoIP,HTTP,1603,1
1689263577,3691362171,3456938306,52609,13124,UDP,499,Web,DNS,650,10
1676916004,1605208020,4058983571,56440,46688,TCP,893,Email,HTTP,208,4
1676416280,1062037839,1020057823,13780,11846,ICMP,415,File Transfer,SMTP,1312,6
1703671040,612526917,1195905078,34305,44127,TCP,581,Other,FTP,2780,4
1684693716,2197450202,3397001151,65410,732,ICMP,414,File Transfer,Other,2042,8
1677219707,1254704352,2449933057,34406,19674,TCP,1036,VoIP,SMTP,21,5
1688358838,251553866,2866724023,19636,9670,UDP,345,Video,FTP,329,2
1678367987,1694231883,4057504883,29010,10696,TCP,1232,VoIP,Other,2607,8
1692912430,388199710,2980703128,64868,27957,UDP,1149,Web,FTP,1464,4
1686056097,1896641541,1679927772,36714,42422,TCP,421,Email,SMTP,3226,2
1679602156,3926022056,34313098,21191,53244,TCP,918,Email,FTP,454,2
1703924548,590681950,344084755,53476,8558,TCP,940,Video,DNS,924,4
1676458687,207978057,3776245665,55648,20545,UDP,450,VoIP,HTTP,106,1
1676391910,1698873494,1905929283,64503,33143,UDP,1232,File Transfer,HTTP,2040,4
1699239459,3780613549,3206593495,6647,8505,ICMP,369,Video,Other,2681,2
1698174885,2656805271,2117312611,41237,36031,ICMP,397,Web,SSH,1971,7
1677718734,157854505,3515177148,47747,53846,ICMP,714,Other,HTTP,2226,6
1688787740,1753682654,1933551622,21878,29650,TCP,669,File Transfer,SSH,2809,1
1681189637,598058347,154499308,2694,61320,UDP,66,Other,FTP,288,2
1701456496,426866328,3793035628,38965,41346,UDP,292,Web,SSH,2234,4
1684126094,2188138763,4252833425,19570,33260,UDP,823,VoIP,SSH,1196,8
1675353397,149338331,3889640114,61668,32503,ICMP,815,File Transfer,Other,3408,1
1698634688,491421627,3660706386,23315,52061,UDP,712,Video,HTTP,3205,5
1703323510,1223744705,3780988163,51919,45949,UDP,896,Video,SMTP,948,4
1698490161,3169766045,4196550058,35750,56322,ICMP,381,File Transfer,Other,1890,5
1678251997,2652523414,632659129,4122,2876,ICMP,1422,Other,HTTP,3529,4
1697082629,1370742173,149868811,55361,2805,UDP,1052,Video,HTTP,673,1
1686178130,2425018084,4024959210,31289,21726,TCP,965,Other,Other,2997,5
1692908964,749388170,519055422,52433,53733,ICMP,1333,Video,FTP,1673,7
1690853249,1508183720,1859720890,55911,41788,TCP,1210,VoIP,HTTP,1921,9
1678339694,1474224252,276975846,16801,29112,ICMP,788,File Transfer,Other,3142,8
1689749308,3851041966,3047528430,11869,46558,ICMP,72,Web,SSH,2644,6
1679891579,3141056237,1108219518,24177,19711,ICMP,579,Other,Other,3458,3
1680954679,2341743856,4128209057,23578,44090,ICMP,107,VoIP,SSH,490,9
1695880816,4192146171,736377151,63854,14371,UDP,619,VoIP,FTP,1658,4
1683172936,1491204982,3682664626,12170,9452,ICMP,333,Video,Other,3332,4
1676315775,178844399,2301566794,15501,28050,TCP,621,VoIP,SMTP,1165,3
1675809993,3945788374,3546101578,32080,58454,TCP,187,VoIP,HTTP,970,4
1694019645,2583012758,4247399013,6444,13300,UDP,656,Email,HTTP,743,8
1686627978,1000282296,4229246550,45025,26311,ICMP,1410,Web,HTTP,1784,5
1700042603,773930276,2849562409,49342,51146,TCP,279,VoIP,FTP,3125,8
1672737544,528968147,4190100832,11594,34779,ICMP,1223,File Transfer,DNS,3310,10
1677048075,2766958531,2629194383,40353,24179,ICMP,979,Email,DNS,1961,4
1678038476,3354943501,3354285711,35575,55372,ICMP,701,File Transfer,DNS,535,9
1680583145,2077977539,1943910417,52280,17912,ICMP,1156,Web,HTTP,1145,4
1676608157,327900740,3572308334,4744,3385,TCP,1369,Web,DNS,2624,6
1685085531,4099674428,1031983202,31963,61028,UDP,663,File Transfer,DNS,3369,2
1676835488,3223968147,4274154178,32286,62480,TCP,256,Video,HTTP,3262,6
1696850318,1725790449,1329270891,46085,7918,ICMP,360,Email,FTP,3485,5
1681863427,850522659,1091279214,53464,44515,TCP,496,Web,HTTP,809,2
1698987148,574400527,1462425347,35762,49320,ICMP,1027,Video,HTTP,421,5
1681433726,1397863258,1201226253,31704,63101,UDP,309,Web,DNS,217,4
1676061798,4144235054,2356797321,824,23247,ICMP,1127,Web,DNS,3571,5
1684800497,4218330660,2865810579,64448,32665,TCP,390,Web,HTTP,318,4
1693463155,1116355431,583671987,26090,55417,UDP,1319,Web,SSH,2674,3
1695201609,3786641739,474422670,45247,58479,TCP,1123,Other,FTP,2125,3
1672550339,884306792,1234780608,19599,61194,ICMP,387,File Transfer,SMTP,1990,2
1681419792,4237046288,2508293572,37756,10101,TCP,371,Video,FTP,2621,6
1694861921,236465464,2462130991,59926,15858,TCP,1343,Video,FTP,161,2
1672823294,2101708786,3349023721,38204,20581,UDP,846,Video,Other,3023,1
1676599777,2906271607,2197026026,54660,44260,UDP,609,Video,SSH,2173,9
1695781596,2193637874,230604403,60221,51097,TCP,945,Email,FTP,2961,8
1683559082,2460242544,3797471906,38511,57985,TCP,271,Email,HTTP,3166,5
1678395533,1960165900,449506426,53614,34711,ICMP,155,VoIP,Other,1918,7
1699364341,1168483124,2374446092,338,14269,ICMP,1430,Email,DNS,1466,2
1692860343,3298111623,630490804,12175,45808,UDP,949,VoIP,SMTP,1863,10
1687765908,432993017,2682345555,28760,29818,TCP,485,Other,SMTP,1557,7
1688463811,2134710815,2067921534,44546,15102,UDP,556,Web,HTTP,1778,1
1678172502,3932509776,90631211,57409,23260,ICMP,238,Web,DNS,160,10
1702826965,521348923,44572939,37384,43721,TCP,1494,Other,HTTP,1658,4
1696095290,2490805085,3450192429,1722,17156,UDP,775,File Transfer,HTTP,227,8
1681315519,4127557200,1342713565,34539,27551,ICMP,744,Video,SSH,2818,4
1699653502,2866126149,3221486581,64158,49304,UDP,810,File Transfer,SMTP,1808,1
1690090939,1764915493,2551371685,37821,48567,ICMP,1347,Video,FTP,3217,3
1703126684,1095716236,3775130641,1207,8454,UDP,792,Email,SMTP,1066,6
1700499035,3633022178,424688342,50620,59054,ICMP,1469,Video,Other,3058,9
1672787850,3061907272,2697556165,39648,49195,ICMP,1177,Other,Other,2046,3
1675230154,170718057,3717187826,12232,40648,UDP,1217,Other,Other,1308,8
1702618890,3681139365,662476955,10422,37955,UDP,1443,Other,HTTP,931,10
1682257628,1343881475,548099268,9837,26624,UDP,398,Other,DNS,2927,3
1694554000,2097767161,2202386123,23451,53535,ICMP,103,Email,SMTP,2897,9
1703632875,1251959239,1465589918,60715,63879,TCP,338,Email,SSH,3146,2
1682349468,1146864755,1448999688,29273,22006,TCP,944,File Transfer,HTTP,888,6
1697393292,875031211,639904890,35540,60691,UDP,340,Video,SSH,1996,10
1697298696,3393574998,101490567,27439,54375,TCP,1478,File Transfer,SSH,1961,10
1704026128,1979303434,1437796628,47805,54532,UDP,121,Web,DNS,1345,4
1689558022,3486142854,1834755900,33199,28871,ICMP,893,VoIP,HTTP,1895,6
1698374362,227934553,899751931,10981,57394,TCP,643,Email,Other,2416,10
1678006752,4053317052,941469137,45380,15118,UDP,1473,Web,HTTP,2900,10
1673287385,3808716504,2254918960,6748,33356,TCP,1419,VoIP,DNS,625,6
1696735840,1690916724,1545499468,2237,31852,TCP,929,File Transfer,Other,1894,7
1690990378,3996120623,1691168557,9273,26154,ICMP,272,VoIP,HTTP,1346,5
1692634086,2776011723,3368473104,38483,17796,TCP,1351,Video,SMTP,3157,8
1688358752,3298432519,69588015,19903,23262,UDP,507,Video,SMTP,792,8
1679698176,4249187612,2147599822,51026,31570,UDP,1388,Web,FTP,1051,9
1697442249,491362111,2382600649,60137,60066,ICMP,1366,Email,SSH,2207,10
1677444601,328299889,1594200348,21745,34774,UDP,642,File Transfer,HTTP,1339,3
1676885522,3871167386,1859390658,34302,7525,ICMP,727,Email,SMTP,1270,10
1703506259,1901259071,981393840,21669,35307,ICMP,732,Other,Other,572,9
1676251250,2184226017,2002785225,23130,8422,ICMP,1055,Other,DNS,2535,10
1693208673,3044792269,521682719,10632,8901,TCP,1386,File Transfer,Other,1348,2
1699824820,2900275965,1023088470,11064,8344,TCP,1294,VoIP,SSH,799,2
1700872072,2547133133,1382973599,13425,55300,TCP,478,File Transfer,DNS,3435,9
1692236754,2760206506,1969493806,14145,54637,ICMP,658,Other,HTTP,2219,1
1678534580,3885715471,1189448583,53667,49495,ICMP,632,Other,DNS,2833,8
1699958267,165209488,2804635024,12815,58423,TCP,890,File Transfer,FTP,149,7
1681228426,3819287616,2392728336,61967,62335,UDP,715,VoIP,SSH,1622,8
1684469352,771601239,2839960322,24582,10795,TCP,1345,Video,DNS,589,5
1688044236,1459691962,867408575,4437,60559,TCP,975,Email,DNS,1953,1
1693612267,268932957,38354436,29941,39705,ICMP,66,Video,FTP,2196,5
1686696170,3575081431,603773002,18468,44446,ICMP,1462,File Transfer,SMTP,1406,9
1684201166,4135836525,1779511897,23859,37236,TCP,120,Web,FTP,1897,8
1699157412,1239938664,1900872091,6623,4506,ICMP,268,Video,SMTP,787,6
1696370898,3689357187,572012017,31569,33788,TCP,237,VoIP,SMTP,2013,7
1679018106,2622858437,1134325292,43381,23855,UDP,354,VoIP,FTP,3100,1
1673673497,1153647410,1231672804,13068,29566,UDP,647,Video,HTTP,2169,8
1680519585,1839579031,2582581826,18178,58107,TCP,797,VoIP,SMTP,3283,2
1677336781,1122564976,2737764691,40415,979,ICMP,1186,VoIP,SMTP,2469,3
1674317188,1436060715,2100484941,45427,8889,UDP,582,File Transfer,SSH,1139,4
1676260600,120758563,4179732081,35881,64753,UDP,258,File Transfer,SSH,3462,9
1685916746,4231881404,3358783228,57508,32629,ICMP,884,Video,FTP,2414,10
1700194499,909101196,2454744087,24249,44149,UDP,1014,VoIP,DNS,3114,7
1696400356,1179827814,1314710636,48531,14880,UDP,142,Other,SSH,2122,10
1683193793,2258730059,212165916,45714,465,TCP,684,VoIP,FTP,671,8
1683151107,1649752177,2504072963,14600,50638,TCP,595,VoIP,Other,1930,3
1673181164,4065541787,92463952,37891,44327,UDP,555,File Transfer,DNS,1694,8
1697231421,2264799408,3886229462,33295,19087,TCP,287,Email,FTP,2593,7
1697111613,2485100911,1237182588,33048,15560,UDP,1447,Video,SMTP,1743,8
1697254242,1794927540,1177577955,65413,2823,UDP,675,Web,Other,72,6
1675415474,83636272,2009192983,40144,38896,UDP,578,File Transfer,FTP,1775,2
1681744682,1529794997,282789232,47538,19151,UDP,253,Other,SSH,1181,6
1688801967,310723581,1051095218,36560,40356,UDP,524,File Transfer,Other,425,7
1693672352,1821066967,3201802511,28178,1975,ICMP,758,Video,Other,1598,2
1683397618,3793756963,2493330704,58820,51094,TCP,1137,File Transfer,HTTP,2969,6
1693225138,53532559,3416513906,14451,36919,ICMP,771,Video,SMTP,2500,2
1688299312,3350436331,1854734509,40393,51362,ICMP,929,Email,HTTP,3062,10
1699014169,3680063825,1253791738,9377,8801,TCP,1216,File Transfer,FTP,2397,10
1674329007,2949561280,2580659630,4002,58066,TCP,761,Video,SMTP,1472,5
1703547672,1087794433,137230087,16988,1038,ICMP,509,Web,HTTP,27,7
1700574212,264123297,153902279,12028,3987,ICMP,857,VoIP,DNS,14,1
1683137465,1420691631,987662969,6537,34581,TCP,1056,Other,SMTP,3117,4
1679202409,1718998800,1136357433,36455,23790,ICMP,485,Email,DNS,3152,3
1696957854,3117253057,2380456021,21840,43479,TCP,198,Email,SSH,1973,3
1685763814,1025044146,3210829474,11326,8401,TCP,79,File Transfer,HTTP,1514,8
1701270344,2782983255,2791418336,50738,25846,TCP,1385,File Transfer,FTP,1187,8
1692082130,2021821209,3227985703,3445,56219,UDP,1173,File Transfer,Other,3143,3
1682964263,2987319586,3743419316,31793,55465,UDP,1453,Other,DNS,2207,7
1674954293,775974520,3691253935,32809,58626,TCP,395,Video,FTP,2377,10
1683317508,1062546805,392043711,16183,54478,TCP,1089,Web,SSH,1808,6
1702875358,1644969923,186002585,56474,41917,UDP,693,Other,HTTP,78,10
1700866640,2931964798,2979838507,5911,5648,UDP,1351,VoIP,HTTP,743,9
1683815148,3535517124,1029177131,37184,57351,TCP,1064,Video,HTTP,480,8
1681202027,2975368777,2425480580,29090,7863,UDP,480,Email,Other,1963,4
1676220096,743146322,3212600156,42534,4858,TCP,550,Web,SSH,2366,1
1685513385,1180632779,2293966946,32463,51189,UDP,787,Web,SMTP,2150,6
1690520404,459188947,280840709,1776,3728,ICMP,414,File Transfer,Other,905,5
1677392506,380629719,1310369664,38637,41841,TCP,1148,VoIP,SMTP,2075,10
1680129834,3991015665,2795031424,38237,45409,ICMP,226,Email,SMTP,3076,2
1673613452,860104278,324915802,16549,55569,TCP,106,Video,SMTP,824,2
1674531813,2963082091,2607826863,1206,5290,TCP,1007,Email,FTP,814,10
1682830453,3981709240,3374483006,48270,19842,TCP,77,Video,SMTP,2155,9
1687866008,1777028561,4233459051,6387,10123,TCP,1141,Video,SMTP,1707,1
1697380937,3180866811,2526259622,56926,21472,TCP,1161,Video,HTTP,698,8
1675345709,3997575705,3501576514,22997,6429,ICMP,1331,Video,DNS,2781,1
1680484969,1457422740,2202123059,896,11191,ICMP,1177,File Transfer,SSH,1207,5
1688367296,907483152,3712682870,39350,44515,UDP,995,Email,DNS,2100,7
1675044236,631993990,3857631762,49439,46064,ICMP,731,VoIP,HTTP,2871,9
1700196074,69649658,739897035,42827,60157,UDP,600,File Transfer,SMTP,3354,8
1699643937,2895629780,205589151,49529,40366,UDP,1444,Web,Other,3471,10
1686474145,1400505307,2109793237,44574,5505,ICMP,389,Video,Other,1593,4
1695175171,865824709,1381907335,21752,37404,TCP,1437,VoIP,DNS,2526,9
1689975108,3226859270,3417194975,13411,3350,UDP,323,Web,DNS,3447,5
1703761557,2870857560,599439048,49472,60418,UDP,76,File Transfer,SMTP,2755,9
1683721049,1644487964,894139070,46882,34984,UDP,1099,File Transfer,DNS,1666,3
1694047727,1177116387,3564003292,35318,38458,TCP,1471,File Transfer,HTTP,3429,1
1675475048,997014032,4037932764,59252,62767,ICMP,533,Video,DNS,855,10
1679596736,1581653890,4140155039,6828,61523,TCP,461,Video,SMTP,1173,1
1686646825,2267399040,2919995667,2587,14812,ICMP,258,Video,DNS,1873,8
1698841622,590678059,2585396361,3781,33008,ICMP,1113,VoIP,SSH,1,1
1696297588,891425090,1671261809,56917,52350,ICMP,522,Web,SMTP,3494,1
1686062384,1432777678,562825105,48228,42597,ICMP,202,File Transfer,FTP,857,7
1693782468,2158877134,2082706389,10775,64673,TCP,168,Video,DNS,2275,4
1678391421,680970884,3717213727,1683,25786,TCP,504,VoIP,Other,3160,4
1693205049,2957747772,1460028133,41531,57080,ICMP,641,Web,SMTP,1789,7
1688537614,3265224963,348278453,8794,55709,TCP,1269,Web,SSH,1020,8
1672576182,2984647759,3901506508,49299,40483,UDP,96,Video,SMTP,2351,6
1700170609,530507115,1148210001,30600,9408,TCP,1042,File Transfer,Other,2754,10
1693576975,739202404,3606014404,19501,59381,UDP,1099,Web,Other,1315,5
1699213906,2947806853,2723528448,50507,53965,UDP,1026,Video,SSH,1502,6
1697757542,3201225743,697901830,12894,11211,UDP,1074,Other,Other,2865,8
1697423541,1039907227,3374922202,29206,22405,ICMP,491,Video,Other,1341,3
1687276083,2945615246,3502038829,52224,40401,UDP,1422,VoIP,FTP,2290,6
1686887490,655166425,3045635653,65353,23679,UDP,509,Other,Other,1483,1
1673784016,2879449646,3489523691,39982,30827,TCP,660,File Transfer,HTTP,3467,10
1691108523,1142174177,156346978,60813,4596,UDP,1166,Email,HTTP,2641,3
1700427848,1035024269,708476931,8442,53738,TCP,1411,Email,SSH,901,10
1674574075,4070811116,2179198897,45057,36721,ICMP,907,Other,HTTP,2838,1
1693583356,851278517,735662806,5494,4275,UDP,681,Email,SSH,2231,8
1697509188,4208641343,1785147724,49878,24354,ICMP,1121,File Transfer,SSH,1720,4
1697703329,2443955464,3853584596,8320,35994,ICMP,706,Other,FTP,2774,10
1678773957,225717579,1063303194,16270,47296,UDP,131,Video,SMTP,2686,10
1696726638,1265789324,3381077443,62463,7638,UDP,543,Other,HTTP,233,8
1679372600,1131637816,1160932058,62209,63134,ICMP,544,File Transfer,DNS,3366,2
1702120020,154422862,126728438,35448,50060,ICMP,395,Email,HTTP,2165,4
1684952278,799922945,3186596193,19780,29102,TCP,384,File Transfer,SSH,2419,1
1682869748,2637426405,1354944818,54077,9697,TCP,744,Video,SMTP,2359,5
1697775425,1554676382,3400068329,9782,3007,TCP,1144,Other,HTTP,1566,1
1675440508,3058583713,1781933597,38301,11809,ICMP,211,File Transfer,SMTP,693,2
1690036918,2985254686,3894698705,14108,64150,UDP,1343,Other,SMTP,1694,1
1687841400,1128088667,457264949,53760,13958,ICMP,1369,Email,HTTP,391,10
1679570515,1914592405,2648983237,43918,14735,ICMP,233,VoIP,HTTP,1880,3
1696998514,2731893914,3005285187,15752,54442,UDP,1323,File Transfer,Other,2818,3
1678092463,1612578367,2850488607,11043,9685,TCP,415,Video,FTP,604,10
1693069494,3345180006,878290459,15205,46958,TCP,64,Web,HTTP,1760,3
1680216075,1785533910,3453402934,11870,1483,ICMP,759,Video,SMTP,529,6
1685298927,2153701147,2290021318,29294,54168,ICMP,76,Other,SMTP,3049,7
1695935366,1172372907,3850107395,59116,63468,UDP,1184,Other,Other,2574,8
1673767275,992502947,3460639871,2069,4909,TCP,1149,Web,SMTP,1831,8
1698616781,2120812886,2514475989,42231,26062,TCP,878,Video,DNS,843,3
1680287688,1494269721,2506362833,34751,4654,ICMP,1018,File Transfer,FTP,849,8
1697944802,308348452,111173758,9502,52840,ICMP,379,Email,DNS,2829,8
1691970866,1920619694,4117441483,13205,56659,ICMP,1258,VoIP,FTP,2266,10
1693485444,4229452296,2326677161,63151,25799,ICMP,842,Web,DNS,1449,1
1689014339,4152078336,1441686526,60708,40591,TCP,400,Video,Other,100,3
1685356592,1596685755,419262824,26885,34128,UDP,643,Other,Other,949,6
1692055040,794366731,2007906560,21138,52251,UDP,266,Web,Other,1869,1
1683009003,606715075,3362402006,52809,43971,ICMP,890,Other,SSH,2776,8
1677612544,2516595152,1631347228,59030,36690,UDP,556,Video,Other,117,1
1679823131,966879108,383897197,52670,46651,TCP,753,File Transfer,SMTP,2755,3
1688038690,3891730956,2054768896,22251,42728,ICMP,1157,Video,Other,3060,2
1688627993,565206514,556714959,30720,33836,ICMP,934,File Transfer,SMTP,650,8
1694206886,1285426908,1537519111,13317,46181,TCP,344,Video,SMTP,840,1
1695593074,1726919000,1823342739,1420,40650,TCP,268,Web,FTP,2159,2
1677905841,3704626692,2947352523,41155,7642,UDP,699,Other,Other,973,1
1674112559,1305001548,924996144,7058,64853,UDP,342,Other,HTTP,1432,6
1691608015,1065046486,2934331204,25408,63115,ICMP,906,Other,FTP,1668,1
1680723558,3376121520,1888959200,19759,17500,ICMP,997,Email,FTP,66,8
1692305438,875504801,2168400470,18488,37005,TCP,1399,Other,SSH,3044,8
1692358283,2908810535,3817262306,2264,58017,ICMP,1421,Other,HTTP,826,6
1676337246,684656730,1765960905,9597,38388,ICMP,885,File Transfer,HTTP,644,7
1696431164,3840379594,1709083050,12463,2279,TCP,343,VoIP,SSH,3060,8
